EmployeeID,RegionDescription,CompanyName,Year,Month,Total Quantity,Total Sales
6,Western                                           ,Gourmet Lanchonetes,1997,January,34,1020
1,Eastern                                           ,Gourmet Lanchonetes,1997,October,78,3424
2,Eastern                                           ,Gourmet Lanchonetes,1997,November,65,1498.35
4,Eastern                                           ,Gourmet Lanchonetes,1997,September,61,1119.935
7,Western                                           ,Gourmet Lanchonetes,1997,December,20,223.9999992
6,Western                                           ,Gourmet Lanchonetes,1997,December,23,722.4999949
3,Southern                                          ,Great Lakes Food Market,1997,September,70,1287.399999
6,Western                                           ,Great Lakes Food Market,1997,September,37,604.214999
6,Western                                           ,Great Lakes Food Market,1997,May,20,392.1999999
8,Northern                                          ,Great Lakes Food Market,1997,July,4,72
1,Eastern                                           ,Great Lakes Food Market,1997,July,59,4806.999997
4,Eastern                                           ,Great Lakes Food Market,1997,July,30,1402.49999
3,Southern                                          ,HILARION-Abastos,1997,December,90,2341.363992
9,Northern                                          ,HILARION-Abastos,1997,October,24,378
4,Eastern                                           ,HILARION-Abastos,1997,August,110,2054
4,Eastern                                           ,HILARION-Abastos,1997,July,48,353.1999999
7,Western                                           ,HILARION-Abastos,1997,July,95,2285
2,Eastern                                           ,HILARION-Abastos,1997,May,48,880.5
7,Western                                           ,HILARION-Abastos,1997,March,126,3163.2
1,Eastern                                           ,HILARION-Abastos,1997,March,46,1272
8,Northern                                          ,HILARION-Abastos,1997,April,49,575
8,Northern                                          ,HILARION-Abastos,1997,March,14,180.48
4,Eastern                                           ,Hanari Carnes,1997,December,15,1442.5
1,Eastern                                           ,Hanari Carnes,1997,October,50,862.5
4,Eastern                                           ,Hanari Carnes,1997,August,35,1535
2,Eastern                                           ,Hanari Carnes,1997,May,84,1946.519997
8,Northern                                          ,Hanari Carnes,1997,December,15,236.25
8,Northern                                          ,Hungry Coyote Import Store,1997,September,21,1701
3,Southern                                          ,Hungry Coyote Import Store,1997,January,22,102.4
4,Eastern                                           ,Hungry Coyote Import Store,1997,July,34,479.8
3,Southern                                          ,Hungry Owl All-Night Grocers,1997,January,75,1441.375
2,Eastern                                           ,Hungry Owl All-Night Grocers,1997,April,125,2381.049997
6,Western                                           ,Hungry Owl All-Night Grocers,1997,April,90,2048.5
9,Northern                                          ,Hungry Owl All-Night Grocers,1997,November,60,997
3,Southern                                          ,Hungry Owl All-Night Grocers,1997,October,33,1233.48
6,Western                                           ,Hungry Owl All-Night Grocers,1997,October,97,2864.49998
9,Northern                                          ,Hungry Owl All-Night Grocers,1997,September,66,4960.9
7,Western                                           ,Hungry Owl All-Night Grocers,1997,September,52,562.5999979
9,Northern                                          ,Hungry Owl All-Night Grocers,1997,August,98,1446
1,Eastern                                           ,Hungry Owl All-Night Grocers,1997,June,103,2518.999991
1,Eastern                                           ,Island Trading,1997,March,24,230.4
4,Eastern                                           ,Island Trading,1997,November,31,1080
4,Eastern                                           ,Island Trading,1997,September,5,45
4,Eastern                                           ,Island Trading,1997,August,50,758.5
2,Eastern                                           ,Island Trading,1997,December,12,446.6
1,Eastern                                           ,Königlich Essen,1997,May,39,469.1099996
9,Northern                                          ,Königlich Essen,1997,April,32,415.7999993
3,Southern                                          ,Königlich Essen,1997,March,23,717.6
1,Eastern                                           ,Königlich Essen,1997,October,116,3463
1,Eastern                                           ,Königlich Essen,1997,August,47,903.5999998
2,Eastern                                           ,Königlich Essen,1997,February,36,1584
8,Northern                                          ,Königlich Essen,1997,February,61,557.5999961
9,Northern                                          ,Königlich Essen,1997,December,65,1553.499999
8,Northern                                          ,LILA-Supermercado,1997,May,100,1504.499989
4,Eastern                                           ,LILA-Supermercado,1997,April,45,1412
2,Eastern                                           ,LILA-Supermercado,1997,December,50,720
1,Eastern                                           ,LILA-Supermercado,1997,February,128,1538.7
4,Eastern                                           ,LINO-Delicateses,1997,March,130,1583.999997
8,Northern                                          ,LINO-Delicateses,1997,November,120,1850
3,Southern                                          ,LINO-Delicateses,1997,October,76,805.425
1,Eastern                                           ,LINO-Delicateses,1997,January,50,400
3,Southern                                          ,LINO-Delicateses,1997,August,101,2720.05
6,Western                                           ,La maison d'Asie,1997,January,30,360
8,Northern                                          ,La maison d'Asie,1997,August,8,55.79999991
3,Southern                                          ,La maison d'Asie,1997,January,78,2123.2
4,Eastern                                           ,La maison d'Asie,1997,April,35,608.399999
6,Western                                           ,La maison d'Asie,1997,April,20,523.2599996
2,Eastern                                           ,La maison d'Asie,1997,December,35,2622.759998
8,Northern                                          ,La maison d'Asie,1997,July,21,299.25
4,Eastern                                           ,La maison d'Asie,1997,February,50,331.1999988
2,Eastern                                           ,Laughing Bacchus Wine Cellars,1997,August,10,57.5
3,Southern                                          ,Laughing Bacchus Wine Cellars,1997,April,35,278
8,Northern                                          ,Lazy K Kountry Store,1997,May,10,210
1,Eastern                                           ,Lazy K Kountry Store,1997,March,10,147
9,Northern                                          ,Lehmanns Marktstand,1997,June,50,1152.5
3,Southern                                          ,Lehmanns Marktstand,1997,May,100,1645
8,Northern                                          ,Lehmanns Marktstand,1997,May,30,465.6999992
4,Eastern                                           ,Lehmanns Marktstand,1997,April,109,2318.239995
7,Western                                           ,Lehmanns Marktstand,1997,July,45,1994.399993
3,Southern                                          ,Lehmanns Marktstand,1997,December,43,3603.22
7,Western                                           ,Lehmanns Marktstand,1997,April,64,1380.6
3,Southern                                          ,Lehmanns Marktstand,1997,July,30,516.4674996
6,Western                                           ,Let's Stop N Shop,1997,November,22,536.3999991
8,Northern                                          ,Let's Stop N Shop,1997,October,55,844.2525
1,Eastern                                           ,Let's Stop N Shop,1997,June,31,317.75
4,Eastern                                           ,Lonesome Pine Restaurant,1997,May,14,417.2
1,Eastern                                           ,Lonesome Pine Restaurant,1997,September,31,1295
3,Southern                                          ,Lonesome Pine Restaurant,1997,September,10,125
6,Western                                           ,Magazzini Alimentari Riuniti,1997,November,3,55.2
2,Eastern                                           ,Magazzini Alimentari Riuniti,1997,January,100,1591.249999
8,Northern                                          ,Magazzini Alimentari Riuniti,1997,August,65,1326.224999
8,Northern                                          ,Magazzini Alimentari Riuniti,1997,March,40,235.2
4,Eastern                                           ,Magazzini Alimentari Riuniti,1997,December,62,1487.999994
5,Eastern                                           ,Maison Dewey,1997,May,44,946
4,Eastern                                           ,Maison Dewey,1997,December,82,2917
5,Eastern                                           ,Maison Dewey,1997,August,35,1434
3,Southern                                          ,Morgenstern Gesundkost,1997,December,40,1335
3,Southern                                          ,Morgenstern Gesundkost,1997,October,12,114
5,Eastern                                           ,Morgenstern Gesundkost,1997,June,58,2147.4
7,Western                                           ,Mère Paillarde,1997,January,139,9194.559966
3,Southern                                          ,Mère Paillarde,1997,April,3,147.9
3,Southern                                          ,Mère Paillarde,1997,August,82,1260
1,Eastern                                           ,Mère Paillarde,1997,August,105,2697.5
1,Eastern                                           ,Mère Paillarde,1997,July,135,4109.699997
4,Eastern                                           ,Mère Paillarde,1997,July,80,1100.999999
6,Western                                           ,Mère Paillarde,1997,February,67,1078
8,Northern                                          ,Mère Paillarde,1997,October,21,638.5
3,Southern                                          ,Mère Paillarde,1997,June,75,2465.249998
8,Northern                                          ,Mère Paillarde,1997,June,43,639.8999989
2,Eastern                                           ,North/South,1997,November,11,252
3,Southern                                          ,North/South,1997,April,16,352
7,Western                                           ,Océano Atlántico Ltda.,1997,May,2,110
3,Southern                                          ,Océano Atlántico Ltda.,1997,January,24,319.2
8,Northern                                          ,Old World Delicatessen,1997,October,52,1893
1,Eastern                                           ,Old World Delicatessen,1997,September,110,1261.875
3,Southern                                          ,Old World Delicatessen,1997,July,54,565.5
3,Southern                                          ,Old World Delicatessen,1997,February,50,1755
4,Eastern                                           ,Ottilies Käseladen,1997,May,80,1728.524999
1,Eastern                                           ,Ottilies Käseladen,1997,April,20,240
4,Eastern                                           ,Ottilies Käseladen,1997,December,115,2310
3,Southern                                          ,Ottilies Käseladen,1997,September,90,1768
2,Eastern                                           ,Ottilies Käseladen,1997,January,60,1194
4,Eastern                                           ,Ottilies Käseladen,1997,June,54,1013.744999
2,Eastern                                           ,Pericles Comidas clásicas,1997,April,57,816.3
5,Eastern                                           ,Pericles Comidas clásicas,1997,March,61,1249.1
4,Eastern                                           ,Piccolo und mehr,1997,January,35,651
3,Southern                                          ,Piccolo und mehr,1997,May,135,4180
6,Western                                           ,Piccolo und mehr,1997,March,33,439.2
6,Western                                           ,Piccolo und mehr,1997,November,82,1912.85
2,Eastern                                           ,Piccolo und mehr,1997,September,45,1404.449997
7,Western                                           ,Piccolo und mehr,1997,July,67,718.0799988
3,Southern                                          ,Princesa Isabel Vinhos,1997,February,28,851.2
5,Eastern                                           ,Princesa Isabel Vinhos,1997,March,56,558
5,Eastern                                           ,QUICK-Stop,1997,May,203,3554.274975
3,Southern                                          ,QUICK-Stop,1997,May,165,10191.7
7,Western                                           ,QUICK-Stop,1997,May,80,1502.999998
4,Eastern                                           ,QUICK-Stop,1997,January,146,1814.8
2,Eastern                                           ,QUICK-Stop,1997,April,286,9921.299973
1,Eastern                                           ,QUICK-Stop,1997,December,90,731.4999994
3,Southern                                          ,QUICK-Stop,1997,December,80,1515.599997
9,Northern                                          ,QUICK-Stop,1997,November,92,4529.8
5,Eastern                                           ,QUICK-Stop,1997,October,50,923.8749993
8,Northern                                          ,QUICK-Stop,1997,October,165,4825
2,Eastern                                           ,QUICK-Stop,1997,October,182,10164.8
4,Eastern                                           ,QUICK-Stop,1997,September,255,4464.599997
4,Eastern                                           ,QUICK-Stop,1997,February,238,3849.659994
2,Eastern                                           ,QUICK-Stop,1997,July,140,3119.999988
8,Northern                                          ,Que Delícia,1997,January,59,1194.269997
6,Western                                           ,Que Delícia,1997,December,21,314.7599988
8,Northern                                          ,Que Delícia,1997,October,29,550
4,Eastern                                           ,Que Delícia,1997,August,50,636
1,Eastern                                           ,Que Delícia,1997,July,46,807.38
4,Eastern                                           ,Queen Cozinha,1997,November,48,1296.75
2,Eastern                                           ,Queen Cozinha,1997,March,59,889.7
6,Western                                           ,Queen Cozinha,1997,October,65,595.5
7,Western                                           ,Queen Cozinha,1997,September,84,1227.019999
6,Western                                           ,Queen Cozinha,1997,August,95,2761.937498
8,Northern                                          ,Queen Cozinha,1997,December,87,1531.079994
7,Western                                           ,Queen Cozinha,1997,January,89,1830.779997
4,Eastern                                           ,Rancho grande,1997,October,22,706
4,Eastern                                           ,Rancho grande,1997,February,26,443.4
1,Eastern                                           ,Rattlesnake Canyon Grocery,1997,January,168,3868.6
5,Eastern                                           ,Rattlesnake Canyon Grocery,1997,December,53,507
3,Southern                                          ,Rattlesnake Canyon Grocery,1997,March,148,10495.6
1,Eastern                                           ,Rattlesnake Canyon Grocery,1997,July,59,2388.5
5,Eastern                                           ,Rattlesnake Canyon Grocery,1997,June,65,889.9999987
4,Eastern                                           ,Rattlesnake Canyon Grocery,1997,June,47,1234.049999
7,Western                                           ,Reggiani Caseifici,1997,January,20,192
1,Eastern                                           ,Reggiani Caseifici,1997,June,30,488.6999992
2,Eastern                                           ,Reggiani Caseifici,1997,November,40,1624.499999
1,Eastern                                           ,Reggiani Caseifici,1997,September,20,154.3999994
9,Northern                                          ,Reggiani Caseifici,1997,July,4,23.79999983
8,Northern                                          ,Reggiani Caseifici,1997,February,18,517.4399997
2,Eastern                                           ,Ricardo Adocicados,1997,June,95,965
8,Northern                                          ,Ricardo Adocicados,1997,March,64,1472
5,Eastern                                           ,Ricardo Adocicados,1997,August,30,372.3749996
4,Eastern                                           ,Ricardo Adocicados,1997,August,38,559.9999993
4,Eastern                                           ,Ricardo Adocicados,1997,February,77,914.4
1,Eastern                                           ,Richter Supermarkt,1997,May,86,1823.8
4,Eastern                                           ,Richter Supermarkt,1997,January,80,2097.599998
3,Southern                                          ,Richter Supermarkt,1997,November,197,3276.083999
7,Western                                           ,Richter Supermarkt,1997,September,46,4666.94
7,Western                                           ,Santé Gourmet,1997,April,13,200
7,Western                                           ,Santé Gourmet,1997,August,8,500
6,Western                                           ,Save-a-lot Markets,1997,June,143,2944.399989
6,Western                                           ,Save-a-lot Markets,1997,April,72,4707.54
6,Western                                           ,Save-a-lot Markets,1997,November,91,3082
3,Southern                                          ,Save-a-lot Markets,1997,November,112,2196
8,Northern                                          ,Save-a-lot Markets,1997,October,140,1570
1,Eastern                                           ,Save-a-lot Markets,1997,October,182,2827.9
5,Eastern                                           ,Save-a-lot Markets,1997,October,311,6657.45
3,Southern                                          ,Save-a-lot Markets,1997,October,117,1638.399994
7,Western                                           ,Save-a-lot Markets,1997,September,280,5256.5
2,Eastern                                           ,Save-a-lot Markets,1997,September,204,4371.6
8,Northern                                          ,Save-a-lot Markets,1997,August,50,1185.749997
1,Eastern                                           ,Save-a-lot Markets,1997,July,263,6375
5,Eastern                                           ,Save-a-lot Markets,1997,July,213,6475.4
8,Northern                                          ,Save-a-lot Markets,1997,July,73,1483
8,Northern                                          ,Save-a-lot Markets,1997,February,115,2018.499999
4,Eastern                                           ,Save-a-lot Markets,1997,February,208,4924.134965
3,Southern                                          ,Seven Seas Imports,1997,May,84,1792.799995
7,Western                                           ,Seven Seas Imports,1997,May,64,2444.309996
1,Eastern                                           ,Seven Seas Imports,1997,December,67,1468.934998
6,Western                                           ,Seven Seas Imports,1997,December,64,2278.4
8,Northern                                          ,Seven Seas Imports,1997,March,98,1036.8
2,Eastern                                           ,Simons bistro,1997,June,24,835.2
4,Eastern                                           ,Simons bistro,1997,December,120,2942.8125
4,Eastern                                           ,Simons bistro,1997,January,123,11188.4
2,Eastern                                           ,Simons bistro,1997,September,30,570
7,Western                                           ,Simons bistro,1997,August,50,695.9999974
3,Southern                                          ,Split Rail Beer & Ale,1997,January,50,485
8,Northern                                          ,Split Rail Beer & Ale,1997,November,67,1989.999993
2,Eastern                                           ,Spécialités du monde,1997,November,3,52.35
4,Eastern                                           ,Suprêmes délices,1997,December,2,28
9,Northern                                          ,Suprêmes délices,1997,March,137,1505.179989
5,Eastern                                           ,Suprêmes délices,1997,March,71,713.3
7,Western                                           ,Suprêmes délices,1997,February,145,3891
2,Eastern                                           ,The Big Cheese,1997,December,20,2775
6,Western                                           ,The Big Cheese,1997,October,9,180.4
7,Western                                           ,The Cracker Box,1997,December,9,228
4,Eastern                                           ,The Cracker Box,1997,August,26,1393.24
3,Southern                                          ,Toms Spezialitäten,1997,May,24,240.1
3,Southern                                          ,Toms Spezialitäten,1997,February,50,453.9999983
6,Western                                           ,Toms Spezialitäten,1997,February,50,246.2399996
4,Eastern                                           ,Toms Spezialitäten,1997,July,28,1064
4,Eastern                                           ,Tortuga Restaurante,1997,April,29,4150.05
2,Eastern                                           ,Tortuga Restaurante,1997,September,30,534.85
3,Southern                                          ,Tortuga Restaurante,1997,June,51,838.45
7,Western                                           ,Tradição Hipermercados,1997,April,20,189.9999999
4,Eastern                                           ,Tradição Hipermercados,1997,July,50,1130.399996
9,Northern                                          ,Trail's Head Gourmet Provisioners,1997,June,48,569
4,Eastern                                           ,Trail's Head Gourmet Provisioners,1997,June,32,764.3
3,Southern                                          ,Vaffeljernet,1997,December,80,1684.275
6,Western                                           ,Vaffeljernet,1997,November,50,735.9999973
4,Eastern                                           ,Vaffeljernet,1997,October,92,3160.599995
8,Northern                                          ,Vaffeljernet,1997,July,5,48.75
1,Eastern                                           ,Vaffeljernet,1997,March,118,2517.999997
1,Eastern                                           ,Vaffeljernet,1997,July,74,812.5
1,Eastern                                           ,Victuailles en stock,1997,May,80,2812
3,Southern                                          ,Victuailles en stock,1997,December,37,439.6
8,Northern                                          ,Victuailles en stock,1997,February,26,425.1199984
2,Eastern                                           ,Victuailles en stock,1997,March,20,471.1999996
4,Eastern                                           ,Victuailles en stock,1997,February,76,1659.2
2,Eastern                                           ,Vins et alcools Chevalier,1997,November,16,139.8
3,Southern                                          ,Vins et alcools Chevalier,1997,November,24,240
2,Eastern                                           ,Wartian Herkku,1997,May,89,1546.3
8,Northern                                          ,Wartian Herkku,1997,February,140,3077
4,Eastern                                           ,Wartian Herkku,1997,May,48,1151.399992
2,Eastern                                           ,Wartian Herkku,1997,December,58,975.8799977
8,Northern                                          ,Wartian Herkku,1997,January,70,1054.799999
9,Northern                                          ,Wartian Herkku,1997,November,70,1590.562489
4,Eastern                                           ,Wartian Herkku,1997,August,31,629.5
2,Eastern                                           ,Wartian Herkku,1997,June,44,2237.499993
4,Eastern                                           ,Wellington Importadora,1997,December,54,1193.009999
3,Southern                                          ,Wellington Importadora,1997,January,50,1707.839997
3,Southern                                          ,Wellington Importadora,1997,August,45,1371.799999
7,Western                                           ,Wellington Importadora,1997,July,15,142.5
4,Eastern                                           ,White Clover Markets,1997,April,59,1388.5
4,Eastern                                           ,White Clover Markets,1997,November,94,1415.999995
8,Northern                                          ,White Clover Markets,1997,October,38,996
3,Southern                                          ,White Clover Markets,1997,October,126,2539.64999
8,Northern                                          ,White Clover Markets,1997,July,59,1180.879996
7,Western                                           ,White Clover Markets,1997,March,65,668.7999995
1,Eastern                                           ,White Clover Markets,1997,March,77,956.6749933
7,Western                                           ,Wilman Kala,1997,October,34,642
2,Eastern                                           ,Wilman Kala,1997,September,15,412.35
2,Eastern                                           ,Wilman Kala,1997,July,5,120
1,Eastern                                           ,Wolski  Zajazd,1997,December,28,399.85
6,Western                                           ,Wolski  Zajazd,1997,July,31,808
